Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 1 quality,Step 2 quality,Step 3 quality,Step 4 quality,Step 5 quality,Step 6 quality,Wafer quality,Yield
1,1,1,1,1,1,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9707074708157135,0.9302994445234949,0.9908319793139001,0.6903129344173582
1,1,1,1,1,2,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9707074708157135,0.9117055959870571,0.991262239447064,0.6768094553002016
1,1,1,1,1,3,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9707074708157135,0.9357914294689462,0.993228915299988,0.6960679732302327
1,1,1,1,1,4,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9707074708157135,0.9278974604056087,0.9964292729248506,0.6924201502829735
1,1,1,1,1,5,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9707074708157135,0.95211469456873,0.999994717297189,0.7130339487083557
1,1,1,1,1,6,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9707074708157135,0.8965036081818742,0.992810016512421,0.6665633425338222
1,1,1,1,1,7,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9707074708157135,0.9702554667491914,0.9958222464823062,0.7235876679663686
1,1,1,1,2,1,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9307944715265708,0.9302994445234949,0.9987260106036411,0.6672026760210765
1,1,1,1,2,2,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9307944715265708,0.9117055959870571,0.9978933921897154,0.6533222130057011
1,1,1,1,2,3,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9307944715265708,0.9357914294689462,0.9921808769381247,0.6667431657911114
1,1,1,1,2,4,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9307944715265708,0.9278974604056087,0.9934662213109327,0.6619752443281568
1,1,1,1,2,5,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9307944715265708,0.95211469456873,0.9972150064165652,0.6818152808196101
1,1,1,1,2,6,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9307944715265708,0.8965036081818742,0.9935391837432785,0.6396253957875081
1,1,1,1,2,7,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9307944715265708,0.9702554667491914,0.9946068430463156,0.6929887725755265
1,1,1,1,3,1,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9549460428451506,0.9302994445234949,0.9924439765921872,0.6802091306892338
1,1,1,1,3,2,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9549460428451506,0.9117055959870571,0.9928266320653684,0.6668708502847125
1,1,1,1,3,3,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9549460428451506,0.9357914294689462,0.9982628146599963,0.6882364230090748
1,1,1,1,3,4,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9549460428451506,0.9278974604056087,0.9987437173576719,0.6827594846643504
1,1,1,1,3,5,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9549460428451506,0.95211469456873,0.9914276900206596,0.6954469515124339
1,1,1,1,3,6,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9549460428451506,0.8965036081818742,0.9928007182787862,0.6557341772974441
1,1,1,1,3,7,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9549460428451506,0.9702554667491914,0.9952516914636156,0.7114308901103376
1,1,1,1,4,1,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9687724960493213,0.9302994445234949,0.9990085796449907,0.694622172836509
1,1,1,1,4,2,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9687724960493213,0.9117055959870571,0.9960245694496654,0.6787054467548951
1,1,1,1,4,3,0.9138562167306681,0.9544445542291136,0.9905065026201532,0.8929948537983347,0.9687724960493213,0.9357914294689462,0.9969179569008203,0.6972606310458116
