Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 1 quality,Step 2 quality,Step 3 quality,Step 4 quality,Step 5 quality,Step 6 quality,Wafer quality,Yield
1,1,1,1,1,1,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9161558923880986,0.8856023649053738,0.9953686579246446,0.6312305377808545
1,1,1,1,1,2,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9161558923880986,0.983530919904402,0.992934598179799,0.6993167542787576
1,1,1,1,1,3,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9161558923880986,0.9650349631519952,0.9901060205290065,0.6842109515950364
1,1,1,1,1,4,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9161558923880986,0.948597955986973,0.9988380071779225,0.678488538870503
1,1,1,1,1,5,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9161558923880986,0.9925521167067173,0.9965641064812345,0.7083107494244656
1,1,1,1,1,6,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9161558923880986,0.9439517059205079,0.999422559726473,0.6755604183764288
1,1,1,1,1,7,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9161558923880986,0.9054253875435159,0.9974494529776996,0.6467088974523534
1,1,1,1,2,1,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9164580075337089,0.8856023649053738,0.9926721044576049,0.6297280641108195
1,1,1,1,2,2,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9164580075337089,0.983530919904402,0.9936186287782888,0.7000292804404623
1,1,1,1,2,3,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9164580075337089,0.9650349631519952,0.9952640388557281,0.6880021942094525
1,1,1,1,2,4,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9164580075337089,0.948597955986973,0.9954688497106136,0.676422931148479
1,1,1,1,2,5,0.8980511742677697,0.9769545291909062,0.9661935662963961,0.9220539140279901,0.9164580075337089,0.9925521167067173,0.9925867032398362,0.7057164419457936
