Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 1 quality,Step 2 quality,Step 3 quality,Step 4 quality,Step 5 quality,Step 6 quality,Wafer quality,Yield
1,1,1,1,1,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9490564709838496,0.8787816426495563,0.9908319793139001,0.5178237622770041
1,1,1,1,1,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9490564709838496,0.8464445147600994,0.991262239447064,0.4989856339749363
1,1,1,1,1,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9490564709838496,0.8883329208155587,0.993228915299988,0.5247181611887003
1,1,1,1,1,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9490564709838496,0.8746042789662761,0.9964292729248506,0.5182735676190331
1,1,1,1,1,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9490564709838496,0.9167212079456174,0.999994717297189,0.5451750461214018
1,1,1,1,1,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9490564709838496,0.8200062750989118,0.992810016512421,0.484154876527703
1,1,1,1,1,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9490564709838496,0.9482703769551154,0.9958222464823062,0.5615843447653139
1,1,1,1,2,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.8796425591766449,0.8787816426495563,0.9987260106036411,0.4837739734870249
1,1,1,1,2,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.8796425591766449,0.8464445147600994,0.9978933921897154,0.4655837404462807
1,1,1,1,2,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.8796425591766449,0.8883329208155587,0.9921808769381247,0.48582714018727124
1,1,1,1,2,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.8796425591766449,0.8746042789662761,0.9934662213109327,0.47893862866820824
1,1,1,1,2,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.8796425591766449,0.9167212079456174,0.9972150064165652,0.5038963902550471
1,1,1,1,2,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.8796425591766449,0.8200062750989118,0.9935391837432785,0.449073407857179
1,1,1,1,2,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.8796425591766449,0.9482703769551154,0.9946068430463156,0.5198748283902478
1,1,1,1,3,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9216452919046098,0.8787816426495563,0.9924439765921872,0.5036858090521147
1,1,1,1,3,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9216452919046098,0.8464445147600994,0.9928266320653684,0.48533839780046406
1,1,1,1,3,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9216452919046098,0.8883329208155587,0.9982628146599963,0.5121455336685555
1,1,1,1,3,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9216452919046098,0.8746042789662761,0.9987437173576719,0.5044735456030949
1,1,1,1,3,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9216452919046098,0.9167212079456174,0.9914276900206596,0.5248933393285252
1,1,1,1,3,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9216452919046098,0.8200062750989118,0.9928007182787862,0.47016684154222116
1,1,1,1,3,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9216452919046098,0.9482703769551154,0.9952516914636156,0.5450518862804367
1,1,1,1,4,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9456912974770804,0.8787816426495563,0.9990085796449907,0.520245720693149
1,1,1,1,4,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9456912974770804,0.8464445147600994,0.9960245694496654,0.4996051067658848
1,1,1,1,4,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9456912974770804,0.8883329208155587,0.9969179569008203,0.5247996033917693
1,1,1,1,4,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9456912974770804,0.8746042789662761,0.9928259491299005,0.5145683140699364
1,1,1,1,4,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9456912974770804,0.9167212079456174,0.9927650747910771,0.5393144933243808
1,1,1,1,4,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9456912974770804,0.8200062750989118,0.991562870850091,0.48183212755429156
1,1,1,1,4,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.9456912974770804,0.9482703769551154,0.9966378840930459,0.560051413616567
1,1,1,1,5,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.884351607513291,0.8787816426495563,0.9994280847557845,0.4867056915238745
1,1,1,1,5,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.884351607513291,0.8464445147600994,0.996813214926822,0.4675695078819079
1,1,1,1,5,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.884351607513291,0.8883329208155587,0.9986298273690832,0.4916026213371546
1,1,1,1,5,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.884351607513291,0.8746042789662761,0.999115065905671,0.48424038377882
1,1,1,1,5,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.884351607513291,0.9167212079456174,0.9981534048227875,0.5070706465107566
1,1,1,1,5,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.884351607513291,0.8200062750989118,0.9982974786416531,0.4536396947445098
1,1,1,1,5,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.8139040935623212,0.884351607513291,0.9482703769551154,0.9902709704993741,0.5203794422811291
1,1,1,2,1,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9490564709838496,0.8787816426495563,0.9924094774926552,0.5996359272084286
1,1,1,2,1,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9490564709838496,0.8464445147600994,0.9926632680995572,0.5777184178986523
1,1,1,2,1,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9490564709838496,0.8883329208155587,0.993802114097494,0.60700384170612
1,1,1,2,1,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9490564709838496,0.8746042789662761,0.9947925169633669,0.5982185475005811
1,1,1,2,1,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9490564709838496,0.9167212079456174,0.9932141909578024,0.626031175814993
1,1,1,2,1,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9490564709838496,0.8200062750989118,0.9943705630398292,0.560636283830551
1,1,1,2,1,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9490564709838496,0.9482703769551154,0.9955826917389148,0.6491204449801856
1,1,1,2,2,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.8796425591766449,0.8787816426495563,0.9939365049084868,0.5566337855116563
1,1,1,2,2,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.8796425591766449,0.8464445147600994,0.995782628710749,0.5371467914943948
1,1,1,2,2,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.8796425591766449,0.8883329208155587,0.9937811944610383,0.5625957879704997
1,1,1,2,2,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.8796425591766449,0.8746042789662761,0.992036966955558,0.5529290387344857
1,1,1,2,2,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.8796425591766449,0.9167212079456174,0.9936422116889762,0.5804933603608642
1,1,1,2,2,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.8796425591766449,0.8200062750989118,0.9970302273886642,0.5210212616623356
1,1,1,2,2,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.8796425591766449,0.9482703769551154,0.9973726714230337,0.6027255377835179
1,1,1,2,3,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9216452919046098,0.8787816426495563,0.9968258650019296,0.5849083146907511
1,1,1,2,3,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9216452919046098,0.8464445147600994,0.9910020897849022,0.5600935687786243
1,1,1,2,3,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9216452919046098,0.8883329208155587,0.991884461325014,0.5883345652655635
1,1,1,2,3,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9216452919046098,0.8746042789662761,0.9951500074459523,0.5811492331260492
1,1,1,2,3,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9216452919046098,0.9167212079456174,0.9985539600983098,0.6112182846354579
1,1,1,2,3,6,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9216452919046098,0.8200062750989118,0.9903261042688922,0.5422292274688517
1,1,1,2,3,7,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9216452919046098,0.9482703769551154,0.9919205806355883,0.6280534501794184
1,1,1,2,4,1,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9456912974770804,0.8787816426495563,0.9982956985846102,0.6010537074174882
1,1,1,2,4,2,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9456912974770804,0.8464445147600994,0.9976673975651219,0.5785719566410717
1,1,1,2,4,3,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9456912974770804,0.8883329208155587,0.9952658777206417,0.6057424029169887
1,1,1,2,4,4,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9456912974770804,0.8746042789662761,0.9990939028883532,0.5986748454457685
1,1,1,2,4,5,0.8501847247489881,0.9207731377897627,0.9834895697741793,0.9409965143156711,0.9456912974770804,0.9167212079456174,0.9943492332203686,0.6245242783116238
