Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 1 quality,Step 2 quality,Step 3 quality,Step 4 quality,Step 5 quality,Step 6 quality,Wafer quality,Yield
1,1,1,1,1,1,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8863890037284232,0.8732723686587384,0.9960754485190144,0.43170454043331746
1,1,1,1,1,2,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8863890037284232,0.8912139968434072,0.9917052412368729,0.4386410465567878
1,1,1,1,1,3,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8863890037284232,0.9570351922786027,0.9906505159298528,0.47053619907103233
1,1,1,1,1,4,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8863890037284232,0.8399347564316719,0.9994888553725333,0.4166469150573747
1,1,1,1,1,5,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8863890037284232,0.9028468876827224,0.9996563203307456,0.44792931222063087
1,1,1,1,1,6,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8863890037284232,0.9184829137724085,0.9980839734811646,0.45497006781392996
1,1,1,1,1,7,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8863890037284232,0.8092900825439996,0.9930461376917337,0.39885799968103425
1,1,1,1,2,1,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8582458280396084,0.8732723686587384,0.9909767211400639,0.4158581092543786
1,1,1,1,2,2,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8582458280396084,0.8912139968434072,0.9968423302651216,0.4269140752067666
1,1,1,1,2,3,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8582458280396084,0.9570351922786027,0.994401524937396,0.45732157746745883
1,1,1,1,2,4,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8582458280396084,0.8399347564316719,0.9912203823484478,0.4000808642568095
1,1,1,1,2,5,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8582458280396084,0.9028468876827224,0.9949517691011127,0.4316662922814268
1,1,1,1,2,6,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8582458280396084,0.9184829137724085,0.9903438852111521,0.4371083565193442
1,1,1,1,2,7,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.8582458280396084,0.8092900825439996,0.9990932040207878,0.3885458068011804
1,1,1,1,3,1,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.9223705789444759,0.8732723686587384,0.9925877998160002,0.44765598537174645
1,1,1,1,3,2,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.9223705789444759,0.8912139968434072,0.9966252228435398,0.45871148801587514
1,1,1,1,3,3,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.9223705789444759,0.9570351922786027,0.9931171107608942,0.49085601418451164
1,1,1,1,3,4,0.8749080237694725,0.8311989040672406,0.9202230023486417,0.8366809019706868,0.9223705789444759,0.8399347564316719,0.9952006802117781,0.43169991268990643
